id,track.name,track.album.name,energy,danceability,acousticness,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1raaNykBg1bDnWENUiglUA,Break My Heart,Break My Heart,0.729,0.73,0.167,0.00000139,4,0.349,-3.434,0,0.0886,113.012,4,0.467
1RgJ4lexKGNBlKnyxB5SRt,Balazul,Mateca x Teto,0.458,0.843,0.31,0,5,0.14,-7.428,0,0.166,110.077,4,0.772
1rJFFWDXrlMS0C5JlbqFbI,Tem Cabaré essa Noite,Tem Cabaré essa Noite,0.754,0.837,0.563,0,7,0.0595,-4.803,1,0.117,125.982,4,0.809
1Rn7tUyMiTVxlu4H53cAzV,"Antes das 6:00, Pt. 2 - Bonus Track",Quantas Vezes Não Me Achei (Deluxe),0.525,0.795,0.608,0,11,0.366,-6.773,0,0.211,124.012,4,0.647
1RxAzmAuN6KldKrMeVKkf2,Pra Dizer Adeus - Ao Vivo,Acústico MTV,0.805,0.544,0.0335,0,7,0.67,-9.591,1,0.0334,127.793,4,0.654
1sce5VJvCOYYDAR9rp9KdG,Stolen Moments,The Blues And The Abstract Truth,0.187,0.575,0.927,0.877,0,0.166,-13.081,0,0.0512,107.469,4,0.342
1Sgj10byiGzPpI2IrXSFEn,"Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA)",Enter The Wu-Tang (36 Chambers) [Expanded Edition],0.552,0.817,0.0318,0.00000701,8,0.826,-10.8,0,0.385,102.011,4,0.808
1so46EeQYGu2ol3Jwu3JLn,Sentinela,Meus Sucessos # 4,0.553,0.496,0.635,0.000144,7,0.431,-12.638,1,0.0355,159.209,4,0.94
1SoAZR5BL7Ob1XlubA2IvL,Mundo Real,Mundo Real,0.489,0.483,0.303,0,4,0.148,-9.531,1,0.0336,164.003,4,0.419
1SOClUWhOi8vHZYMz3GluK,Infinity,Feel Something,0.673,0.671,0.148,0.0000529,11,0.304,-6.941,0,0.0444,121.963,4,0.494
1SsCpBXMHUYlrHR7Hozgvu,Temple Of Ekur,Servant Of The Mind (Deluxe),0.923,0.43,0.0000175,0.00031,0,0.633,-7.385,1,0.0494,168.009,4,0.57
1sxtxIKhRiQwuGpUwHoEHq,Crossroads - Live,The Cream Of Clapton,0.756,0.378,0.436,0.0351,7,0.867,-11.073,1,0.0673,131.577,4,0.838
1TFqH3zKOiTZoVe0OQuJte,Até Que Durou / Tu Mandas No Meu Coração / Adorei / Supera,"Churrasquinho Menos É Mais, Vol. 2",0.829,0.405,0.62,0.000046,2,0.327,-6.057,1,0.0582,181.222,4,0.767
1tFwTTNXedKURRMgowASQQ,A Minha Vizinha,A Minha Vizinha,0.738,0.461,0.181,0.252,4,0.205,-8.394,0,0.0521,152.367,4,0.849
1TnIDb52hYg5P5kHLUyTqX,Funkey Funkey Reggay,"Ska Kings of the First Wave with the Skatalites, The Ethiopians, And Don Drummond",0.696,0.903,0.729,0.728,0,0.0545,-6.896,1,0.13,106.268,4,0.902
1tqNjCuAIoG1kyBfs8DfZE,Outra Vida,Semente,0.478,0.639,0.529,0,2,0.392,-9.929,0,0.0308,125.969,4,0.488
1TRIYxcVJYPki5AX2hZzZT,Bad News Is Coming,Bad News Is Coming,0.496,0.639,0.713,0.254,1,0.0545,-6.844,0,0.0375,140.394,3,0.467
1uA7fD01YlQr1Rm0oyNB4H,Pulei na Piscina - Ao Vivo,Pulei na Piscina (Ao Vivo),0.773,0.652,0.449,0,3,0.166,-5.203,1,0.128,113.788,4,0.527
1Ugs1DpzuJLNjLCuSJ4oJc,Tchubirabirom,Negro Lindo,0.819,0.782,0.42,0,2,0.457,-7.539,1,0.0454,144.936,4,0.948
1upQiytDIEZfl9ItruoXuC,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",Handel Sarabande,0.0336,0.0939,0.927,0.83,2,0.0954,-24.041,0,0.0606,67.359,3,0.0516
1VNV99PvXAzaobqrXahpEP,Rapstência,Rapstência,0.721,0.855,0.144,0,10,0.0486,-3.791,0,0.262,82.026,4,0.619
1VPud7DdO6K5pb3I3xM9Of,Melhor Com Você,Ninguém Mais Compra Disco,0.655,0.665,0.48,0,8,0.0621,-6.688,1,0.0479,172.046,4,0.716
1VSBy96DsRTiv7c44dJtdH,Antes do Nada,Antes do Nada,0.57,0.652,0.179,0.0345,3,0.236,-8.268,1,0.024,103.998,4,0.608
1VzhfMEGIIkn5hFITMJzW1,Loungin',Jazzmatazz Volume 1,0.58,0.716,0.0694,0.00000671,10,0.906,-12.747,0,0.239,99.077,4,0.707
1wl5b2lw3YagQtZiYZbQWP,'Round Midnight,"Genius Of Modern Music (Vol.1, Expanded Edition)",0.32,0.542,0.907,0.649,8,0.0609,-9.975,1,0.0387,116.648,4,0.206
1wNdGz7BlB9kH5lDc1eLLb,Goin Up,Goin Up,0.672,0.732,0.0642,0,10,0.121,-8.462,0,0.148,137.03,4,0.16
1wowgtxmcxyIDGkQ8S28gL,LARISSA,LARISSA,0.64,0.843,0.0485,0,9,0.281,-7.485,0,0.0376,130.097,4,0.784
1xaTXPoDk4VOU9XhYX4KJM,A Nightingale Sang In Berkeley Square,Recorded Fall '61,0.0429,0.425,0.951,0.0184,1,0.148,-24.86,1,0.0408,96.097,4,0.255
1XcmAgREOuJQb91sr68AAD,Sentadinha Diferente,Sentadinha Diferente,0.835,0.886,0.199,0,9,0.248,-3.114,1,0.325,86.585,5,0.957
1XKKLBwq7laR2x3eKzrg40,Não para Não,Não para Não,0.833,0.906,0.174,0.00269,6,0.352,-4.01,0,0.235,131.999,4,0.849
1xlyVmdCo5lMRIzuMlAUF7,I'm Glad There Is You,Julie Is Her Name,0.0671,0.492,0.958,0.000968,10,0.109,-15.671,0,0.0399,124.908,4,0.165
1XNdu4czbxZ9tdVOhDtI4M,Cheia de Manias,Grandes Sucessos,0.614,0.707,0.198,0,7,0.177,-9.377,0,0.058,156.473,4,0.957
1xUJ1mdLAysxNBtO9w3J2g,Stompin At The Savoy,B. G. In Hi Fi,0.222,0.525,0.836,0.0799,10,0.051,-11.065,0,0.0373,156.364,4,0.645
1Xy6MHSaX3IUGGqst6RzYM,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: I. Allegro non troppo e molto maestoso – Allegro con spirito",Tchaikovsky: Piano Concerto No. 1,0.119,0.212,0.976,0.907,1,0.087,-20.511,1,0.0366,84.346,3,0.0396
1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,RENAISSANCE,0.689,0.78,0.0368,0.00000969,7,0.0698,-5.668,1,0.141,115.042,4,0.642
1y1l61KJCj8EDE35iS4ZgC,More Than Machines,More Than Machines,0.84,0.505,0.000571,0.0000184,6,0.047,-3.903,1,0.107,92.966,4,0.728
1YDebgap5OFwXEBG18NJvy,Red Light Green Light,Red Light Green Light,0.656,0.933,0.129,0,2,0.161,-5.85,1,0.322,119.987,4,0.934
1yKah8BCP3Vgq2tPBOLKL0,All Your Love - Stereo,Bluesbreakers,0.625,0.321,0.491,0.0000508,2,0.345,-5.219,0,0.0302,107.338,4,0.777
1YmavNGmgWmsLe6OZX6sJC,Eu Sô Função,"Exilado Sim, Preso Não",0.63,0.848,0.347,0,11,0.0754,-8.043,0,0.2,81.017,4,0.837
1YQWosTIljIvxAgHWTp7KP,Take Five,Time Out,0.26,0.454,0.539,0.00078,8,0.0675,-13.193,0,0.0401,174.322,5,0.598
1YXIwJMwyNzpfeDjbNpuXv,Flores (Sonho Épico) - Ao Vivo,Multishow Ao Vivo - Ivete Sangalo No Madison Square Garden (Ao Vivo No Madison Square Garden / 2010),0.949,0.512,0.0752,0,0,0.898,-4.964,1,0.208,170.209,4,0.474
1yy2DlSDtEt90d54rPDPXz,I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,No Way Out (2014 Remaster),0.619,0.833,0.111,0.0000213,7,0.159,-5.595,1,0.0538,109.92,4,0.901
1yYFR3mLtGDzg6EAVBwndk,Mina De Fé,Todos Os Sambas Ao Vivo,0.681,0.527,0.187,0,8,0.113,-7.765,1,0.0616,154.518,4,0.606
1Z3Y8hQXKVaD0RY72CRt5E,ANACONDA *o* ~~~,ANACONDA *o* ~~~,0.684,0.433,0.0199,0.00000955,4,0.104,-6.623,0,0.183,192.509,4,0.403
1z443J7sgEoxpQ0vOaQlbS,No Talo (feat. Lexa),No Talo (feat. Lexa),0.958,0.685,0.352,0.0000246,1,0.292,-1.31,0,0.131,80.263,4,0.311
1zAFB2woHMnip3O0WJJA41,Whenimondamic,Soundpieces: Da Antidote,0.711,0.616,0.412,0,2,0.615,-6.841,1,0.342,97.302,4,0.659
1zDIL94Gj8tWDJ2q2OVbNn,Fulminante - Ao Vivo,A Voz Do Meu Samba - Ao Vivo,0.9,0.548,0.436,0,4,0.945,-7.17,1,0.072,80.019,4,0.779
1zfH5vWAbUEqnGSlaclXIz,O Grande Amor da Minha Vida (Convite de Casamento),Vavá,0.838,0.609,0.199,0,0,0.162,-3.794,1,0.0413,151.273,4,0.861
1zFTEPn42vvop4cKypq5Uh,Landslide,ÅNOMÅLY,0.745,0.487,0.000365,0,9,0.0907,-5.625,1,0.0637,180.083,4,0.507
1zI3RU0boCVsAXChjCvESu,Até que enfim - Ao vivo,Chão de estrelas (Ao vivo),0.703,0.568,0.538,0,3,0.922,-5.268,1,0.034,139.889,4,0.74
1zLBsSVxETQOfINOLYvT5m,GIRL LIKE ME,TRANSLATION,0.485,0.965,0.0206,0.0237,2,0.0655,-8.784,1,0.191,124.025,4,0.312
1zS4PMsHfkSXPkzrEkCkC6,Invocation,One Day It'll All Make Sense,0.539,0.753,0.0515,0.0000119,6,0.0841,-8.03,0,0.425,83.92,4,0.78
1ZvUYUE6MLTmvYz8n3Z9VR,Down the Train Line,Put On Your Best Dress: Sonia Pottinger's Ska & Rock Steady 1966-67 (Expanded Version),0.486,0.71,0.569,0.000749,7,0.0702,-10.213,1,0.0551,157.823,4,0.941
1ZxNC7ImdmTSSTffdgziKN,Óculos Escuro (Ao Vivo),"Ao Vivo em Campo Grande, Vol. 03",0.885,0.742,0.485,0,1,0.497,-3.2,0,0.052,122.927,4,0.545
1ZXu0ib26kWfQQngREMcU2,Giant Steps - 2020 Remaster,Giant Steps (60th Anniversary Super Deluxe Edition) [2020 Remaster],0.42,0.417,0.186,0.00111,0,0.185,-13.046,0,0.06,147.143,4,0.517
1ZZJNyNnTXQS0siCpnWNUL,Ex De Ninguém - Ao Vivo,Ao Vivo Em Goiânia,0.854,0.697,0.489,0,4,0.731,-4.823,1,0.0582,121.986,3,0.712
20on25jryn53hWghthWWW3,Do It To It,Do It To It,0.806,0.854,0.0209,0.0542,11,0.0703,-8.262,0,0.0886,124.927,4,0.637
20XdEFyaUR9C7aDIdq2OAd,Summertime,Homebase,0.539,0.677,0.0455,0.00000184,7,0.845,-14.439,1,0.063,95.116,4,0.469
20yfr4F5QmZ5V3Cu1Rx4Kp,Elevador - Ao Vivo,Raiz (Ao Vivo),0.764,0.764,0.345,0,4,0.837,-3.226,1,0.0369,104.952,4,0.718
21AJQhGZpujjZQXByZAXpr,REPEAT IT (with Gunna),REPEAT IT,0.687,0.681,0.0555,0,9,0.062,-7.612,1,0.332,108.641,3,0.588
21jGcNKet2qwijlDFuPiPb,Circles,Hollywood's Bleeding,0.762,0.695,0.192,0.00244,0,0.0863,-3.497,1,0.0395,120.042,4,0.553
21tnGnFKxIdS3ySTtfOhcM,Sobrenatural (Cadê você) - Ao vivo,Jeito Moleque (Ao Vivo),0.633,0.544,0.201,0,11,0.266,-9.546,0,0.064,144.041,4,0.415
227N0C668UQBiN3T4HFzoQ,Blue Monday Hangover - Remastered,Alligator Records 50 Years Of Genuine Houserockin' Music,0.684,0.397,0.0742,0.0293,0,0.0689,-5.843,1,0.0722,180.523,3,0.72
22Ekdb1dJdXVDckNpZGZLG,Milla - Ao Vivo Em Aracaju / 1996,Netinho Ao Vivo,0.852,0.483,0.0255,0.00000171,4,0.961,-9.863,1,0.0616,153.642,4,0.419
22GbJVEc04zY06E5g8K5Qz,We Run Things (It's Like Dat),Ambushed,0.644,0.804,0.0377,0,7,0.0897,-6.993,1,0.293,94.014,4,0.697
22lewrFmB9d7AGkv7tr9nl,Levo Jeito - Ao Vivo,Verdade (Ao Vivo / Deluxe),0.463,0.643,0.619,0,4,0.731,-5.091,1,0.0335,140.103,4,0.352
234p7CwThXFrGBPZuvDknd,Hoje Vou Pagodear: Bate Tan Tan,É Assim Que Vai Ser - Ao Vivo,0.867,0.639,0.602,0.0000386,7,0.835,-5.52,1,0.217,121.993,4,0.631
235LR8Y7XYhvBxLurBxGHU,Flavor Of The Month,A Wolf In Sheep's Clothing,0.542,0.777,0.358,0.00000111,10,0.0882,-13.598,0,0.243,97.171,4,0.847
23d6sogOKvZOx7XtSEeNVs,Dulce Amor (Sólo Un Latido),Alabanza,0.421,0.719,0.282,0.000171,7,0.142,-9.549,1,0.0618,133.265,4,0.812
23DMhYv6WjRmIRck1Uwjev,Bilhete 2.0 (feat. Luccas Carlos),Crise,0.724,0.628,0.177,0,10,0.095,-6.741,0,0.216,87.986,4,0.668
23En2hXZyX55pilovPupUC,Don't Stress Tomorrow,101: The High,0.83,0.438,0.0406,0,1,0.0881,-6.994,1,0.309,91.358,4,0.341
23HFmYm89nuw23lL1nxmb7,Topo das lições,Tocando o samba,0.541,0.534,0.647,0.00566,8,0.308,-10.846,1,0.0528,158.518,4,0.754
23pzem7llHfO63hvD7fHSh,In Baltimore,UnLimited,0.9,0.538,0.0946,0,1,0.282,-4.719,1,0.434,177.949,4,0.74
23rECbM5gMk2GmWKulWHMP,Sua Mãe Tá Nessa - Ao Vivo Em São Paulo / 2019,Livre (Ao Vivo / Deluxe),0.753,0.701,0.177,0,5,0.842,-3.263,1,0.0318,108,4,0.702
246ntJR3A2s7B5E40FTCLf,Hummel: Trumpet Concerto In E Flat - Iii Rondo,Trumpet Concertos,0.249,0.496,0.98,0.934,3,0.12,-18.131,1,0.0411,144.239,4,0.719
24SPEfSSe9B2F4Nj4KKI8u,vc n é o john mayer (rlx),vc n é o john mayer (rlx),0.434,0.704,0.322,0,11,0.67,-8.088,0,0.245,153.266,4,0.53
24vNw0Z0srb4zYXwrakw8E,"Wu-Tang Clan Ain't Nuthing ta F' Wit (feat. RZA, Inspectah Deck & Method Man)",Enter The Wu-Tang (36 Chambers) [Expanded Edition],0.566,0.826,0.199,0,10,0.356,-10.747,0,0.311,99.131,4,0.655
258dSfImKWSzPdVMK8TlFz,Raciocínio Quebrado,Raciocínio Quebrado,0.589,0.734,0.0492,0,1,0.184,-6.689,0,0.398,95.292,4,0.666
25pl7kV4OxafIc9wPAggYf,So What'Cha Want,Anthology: The Sounds Of Science,0.978,0.695,0.0764,0.0000312,5,0.069,-3.556,0,0.274,171.093,4,0.706
25ugoarRZ6IaZegrjNxGOx,"Get Up, Stand Up",Burnin' (Deluxe Edition),0.555,0.765,0.409,0.00000204,10,0.073,-7.579,0,0.374,77.848,4,0.828
26PwuMotZqcczKLHi4Htz3,Redemption Song,Uprising,0.256,0.671,0.608,0,7,0.0737,-10.743,1,0.0387,115.871,4,0.694
26y5fXVXdxbKitxiu0ZuuX,Devagar Você Senta,O Pai Tá On,0.707,0.857,0.37,0.76,9,0.0568,-8.402,1,0.0904,96.076,4,0.825
27AHAtAirQapVldIm4c9ZX,Jump,Totally Krossed Out,0.745,0.749,0.000501,0.00403,2,0.333,-10.625,1,0.164,101.972,4,0.481
27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),0.704,0.736,0.0203,0,3,0.0501,-7.409,0,0.0615,149.995,4,0.894
288PcbBC9jleFm76UPPI4d,Morar Com a Lua,Morar Com a Lua,0.788,0.546,0.568,0,4,0.952,-5.928,0,0.0646,109.887,4,0.711
28atBekPVlTdnU4M9Z7udd,Não Vai Embora,Não Vai Embora,0.723,0.605,0.488,0,4,0.333,-6.312,0,0.0383,142.061,4,0.57
28m65cMH7QXHzFnZSTtNHY,Não Sei o Que Lá,Festa das Patroas 35%,0.699,0.643,0.266,0,4,0.116,-5.458,1,0.112,115.947,4,0.636
29SyMC0plk6qw8NMF7lfRL,You Really Got Me - Mono Mix,Kinks,0.939,0.573,0.493,0,8,0.0994,-6.441,1,0.0808,137.382,4,0.963
29wNElsm2OPcdaAqm9Hn8F,Além do Meu Querer - Ao Vivo,Mtv Ao Vivo Arlindo Cruz - Vol. 2,0.727,0.553,0.613,0,0,0.528,-6.962,1,0.0364,90.424,4,0.774
2ACJ3FD4AYYoulkzAOJxHV,A Segunda Chance,A Segunda Chance,0.719,0.495,0.409,0,10,0.0522,-5.533,0,0.347,76.502,4,0.564
2aGWQVK6ed2GtnZTBosCyg,Coisa Boa,Coisa Boa,0.973,0.692,0.516,0,11,0.071,-1.154,1,0.202,100.292,5,0.568
2aI21FnmY7TJVKeMaoQZ0t,Say It Right,Loose,0.872,0.872,0.0476,0.00112,1,0.0543,-6.328,1,0.139,116.948,4,0.809
2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Electric Ladyland,0.805,0.438,0.00255,0.0000569,8,0.0842,-6.237,1,0.0624,113.253,4,0.564
2aqqXrjrPdRHU9uSeRmL3C,Menina Se Prepara,Menina Se Prepara,0.515,0.541,0.496,0,5,0.0937,-3.182,1,0.0488,86.66,5,0.41
2ASs0n7ukfyxAxDtdir4vF,Privilégio,Privilégio,0.645,0.567,0.623,0.00294,3,0.0822,-1.842,0,0.0817,85.107,5,0.888
2ATL6pmlSKBxn9M2U9Qp4t,Bate Lata,Apaixonada,0.951,0.85,0.45,0,11,0.239,-4.355,0,0.0877,104.954,4,0.864
2auNjgM4xIOANxtZT4Xe9z,Pensando en Ti,Vida,0.758,0.434,0.597,0.00000293,9,0.248,-4.807,0,0.312,178.589,4,0.473
2AY8dKUoSLHzpIePuQOzU8,Solinho Da Rabeta,Solinho Da Rabeta,0.866,0.876,0.314,0.00000165,11,0.0562,-1.568,1,0.259,118.011,4,0.879
2AZVRikFuNWo0H8P85Xzmx,Touchline,The Tears Of Hercules,0.323,0.567,0.82,0,11,0.14,-9.31,1,0.0429,80.1,4,0.353
2BcMwX1MPV6ZHP4tUT9uq6,Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,0.424,0.849,0.0635,0,5,0.0834,-9.579,0,0.324,145.887,4,0.153
2bIfM0ZOF4gxK1BeqH3Djm,Why I Sing The Blues,Live And Well,0.495,0.792,0.239,0.00175,0,0.074,-11.603,1,0.0527,118.066,4,0.719
2BJrrLbxGDM26fTpWqBMKU,Wouldn't You Rather,Walk The Sky,0.959,0.458,0.00000362,0.863,5,0.105,-5.32,1,0.0882,107.983,4,0.217
2bPtwnrpFNEe8N7Q85kLHw,Combatchy (feat. MC Rebecca),Combatchy (feat. MC Rebecca),0.73,0.826,0.383,0.000374,1,0.0197,-3.032,1,0.0809,150.134,4,0.605
2BRGOqLBHFJclDM6PB2dnd,Deprê,Deprê,0.684,0.63,0.314,0,7,0.338,-6.331,1,0.0389,123.717,4,0.667
2bYdCw0rlPBI404BQXTXUn,não me importo mais,não me importo mais,0.617,0.588,0.616,0.138,10,0.27,-6.469,1,0.0321,75.038,4,0.593
2caDAj0O4uD8OlJ8bap9nz,Favela chegou - Ao vivo,Favela chegou (Ao vivo),0.877,0.606,0.495,0.00177,1,0.958,-10.087,0,0.0735,150.045,4,0.767
2CBpRE0A922XhWLSI8AT9O,Hoje É Rave,Hoje É Rave,0.519,0.8,0.0969,0.0000136,2,0.0646,-3.979,1,0.208,133.951,4,0.328
2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N Roll,I Love Rock 'N' Roll (Expanded Edition),0.716,0.535,0.326,0,4,0.659,-5.025,1,0.0431,94.379,4,0.901
2CfWRsmVFEIJA3t5HBMvry,Armonia De Amor,Gondwana,0.461,0.732,0.328,0,1,0.407,-9.667,0,0.0539,157.414,4,0.767
2CfYBDMvXBKxIqBOUjAvfU,Cilada,Não Quero Saber de Ti Ti Ti,0.744,0.668,0.363,0,9,0.0977,-10.717,0,0.111,104.665,4,0.931
2Cg3GUkhjX96nO4p2WRlIa,She's A Sweet One,"Calling All Blues - The Chief, Profile & USA Recordings 1957-1963",0.483,0.705,0.15,0.0265,1,0.202,-12.209,1,0.0542,122.863,4,0.713
2cO5gELmKXUeqliwT7DDvu,ANOTHER ONE,ANOTHER ONE,0.638,0.855,0.00499,0,2,0.284,-9.113,1,0.275,131.073,4,0.672
2CPturRUlpvirYr7VpkXCV,It Ain't Hard to Tell,Illmatic,0.729,0.69,0.000017,0.0431,11,0.152,-5.819,0,0.221,91.376,4,0.357
2d1MywHy6FwKdzxFuSJnwl,Wrecked,Wrecked,0.56,0.626,0.148,0.0000151,0,0.109,-5.82,0,0.0288,93.989,4,0.229
2DB4DdfCFMw1iaR6JaR03a,Bam Bam (feat. Ed Sheeran),Familia,0.697,0.756,0.182,0,8,0.333,-6.377,1,0.0401,94.996,4,0.956
2dbFLEQojkH0Z7xBL7uvMl,She's Crafty,Licensed To Ill,0.851,0.811,0.0135,0.00000813,6,0.0731,-7.174,1,0.17,96.761,4,0.699
2DCmiAMyZGPLiDh47Upi9Z,O Mundo é Nosso,Heresia,0.705,0.861,0.235,0,4,0.306,-5.906,0,0.424,88.052,4,0.699
2dEbRirkEtImY7HdYxrgRS,"Delius: 2 Pieces for Small Orchestra: No. 1, On Hearing the First Cuckoo in Spring",The Lark Ascending collection,0.0408,0.0716,0.851,0.901,7,0.0844,-28.284,1,0.0399,77.047,4,0.0377
2DLeLMdM9iVsGS6PblYjM0,Leva Eu - Live,Ao Vivo,0.869,0.258,0.149,0.00000195,9,0.981,-7.682,1,0.106,169.5,4,0.197
2dmGj5Nf01FcR6N4HPzAbL,Saudade Nível Hard,Saudade Nível Hard,0.811,0.509,0.0437,0,6,0.33,-5.604,0,0.127,167.922,4,0.716
2dR5WkrpwylTuT3jRWNufa,Fly Me To The Moon,Ultimate Sinatra,0.365,0.67,0.525,0,0,0.0575,-10.158,1,0.0564,119.344,4,0.45
2DVBF5MoZYTzxmfZl8ex2H,Come On Up To The House (feat. X Ambassadors) - Spotify Singles,Spotify Singles,0.56,0.592,0.668,0,5,0.215,-7.328,1,0.0318,100.992,4,0.35
2eAvDnpXP5W0cVtiI0PUxV,Dandelions,Safe Haven,0.692,0.609,0.0157,0,1,0.0864,-2.958,1,0.0259,116.959,3,0.454
2eCvTrc70dsKhJQRuNDfdN,Oitavo Anjo,Provérbios 13,0.447,0.795,0.319,0.0000458,10,0.745,-7.026,0,0.279,84.71,4,0.502
2eFsVynOiCxtI4kvX0XClm,LEILÃO,LEILÃO,0.806,0.755,0.0834,0.0000371,4,0.296,-7.88,0,0.089,129.867,4,0.441
2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,Abbey Road (Remastered),0.376,0.533,0.0302,0.248,9,0.0926,-11.913,0,0.0393,165.007,4,0.187
2EW1mFJaikQh0vxOoB7uGp,Quick Trick,Just Coolin',0.291,0.611,0.765,0.000133,2,0.0571,-18.392,1,0.0647,83.443,4,0.534
2eyW06Y1JXCJypNibu8wNA,Crush Blogueirinha,Crush Blogueirinha,0.873,0.84,0.733,0,9,0.131,-4.826,0,0.124,130.029,4,0.857
2EZmUkEwxxrQ5cXBYeNoaL,Options,Options,0.634,0.967,0.0105,0.00335,1,0.104,-4.948,1,0.121,129.998,4,0.948
2F38h0l6HlhwfF4SCkcsIi,Hold Them,Explosive Rock Steady (Expanded Version),0.348,0.738,0.638,0.00138,11,0.108,-11.583,1,0.142,103.428,4,0.96
2fC30Rt5tFa6FA2jNb4fiz,"Symphony No. 40 in G Minor, K. 550: I. Molto allegro","Mozart: Symphonies Nos. 39, 40 & 41 ""Jupiter""",0.332,0.327,0.877,0.751,7,0.129,-12.971,0,0.0404,118.85,4,0.285
2Fj8K3IROlXO1xp6Y6Vtu2,Coisas do Amor (Fã de Carteirinha) / Você Pode - Ao Vivo,15 Anos (Ao Vivo),0.805,0.379,0.352,0,6,0.968,-6.233,0,0.0993,157.094,4,0.722
2FK8d7cwzZ01r0Fp5VpsQI,Vou Viver a Putaria,Vou Viver a Putaria,0.925,0.794,0.386,0.0000412,0,0.101,-5.559,1,0.0559,94.992,4,0.962
2fmeSswdyVq4wcqhY41UHk,Poesia Acústica #9: Melhor Forma,Poesia Acústica #9: Melhor Forma,0.688,0.733,0.455,0,1,0.117,-5.458,0,0.0672,130.026,4,0.654
2Foc5Q5nqNiosCNqttzHof,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],0.811,0.794,0.0426,0.00000107,6,0.101,-8.966,0,0.038,116.047,4,0.862
2FPhwJ4XMald6q18tGjEY5,Curtir a Vida - Ao Vivo,Curtir a Vida (Ao Vivo),0.844,0.613,0.697,0,0,0.97,-6.091,1,0.0578,101.984,4,0.523
2FtX5tOFUVOyjcGQiuGR8f,"Damn Right, I've Got the Blues","Damn Right, I've Got The Blues",0.921,0.353,0.0488,0.065,2,0.314,-5.64,1,0.0758,145.589,3,0.526
2fuCquhmrzHpu5xcA1ci9x,Under Pressure - Remastered 2011,Hot Space (2011 Remaster),0.712,0.671,0.429,0,2,0.103,-7.815,1,0.0476,113.805,4,0.462
2FWmKZ3kNbVsKGhuNHsltW,Brooklyn Zoo,Return to the 36 Chambers: The Dirty Version,0.701,0.704,0.549,0,2,0.664,-8.031,1,0.46,92.032,4,0.618
2Fxmhks0bxGSBdJ92vM42m,bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0.425,0.701,0.328,0.13,7,0.1,-10.965,1,0.375,135.128,4,0.562
2g0aAzqmBIlpiqJlxlt2lM,Engraçadinha - Ao vivo,Ao Vivo (15 Anos),0.911,0.309,0.132,0,1,0.97,-7.541,0,0.11,152.714,4,0.504
2g7gviEeJr6pyxO7G35EWQ,Paradise By the Dashboard Light,Bat Out Of Hell,0.872,0.326,0.214,0,2,0.461,-7.602,1,0.122,173.381,4,0.492
2GDhUdWCg6PsmRbxHD8IU1,Natasha,Natasha,0.936,0.573,0.00625,0,2,0.632,-4.401,1,0.0931,145.01,4,0.721
2gKIk02kQX7SYJTyJ4xiHh,Gin & Juice,Hip Hop Elite: Snoop Doggy Dogg,0.804,0.688,0.0985,0.0000277,7,0.417,-6.711,1,0.163,94.637,4,0.392
2gl2F5Z6ReNVh0wcyPLCKA,Pegada Que Desgrama,Pegada Que Desgrama,0.755,0.762,0.0723,0,5,0.0932,-7.309,1,0.0349,116.036,4,0.557
2gNjmvuQiEd2z9SqyYi8HH,Summertime,Porgy And Bess,0.0696,0.172,0.916,0.00199,11,0.137,-21.295,0,0.0339,167.974,5,0.103
2gVRDshVuLTKslwTequSO1,Requebra - Ao vivo,O Movimento,0.948,0.497,0.0763,0.0000124,7,0.879,-6.712,1,0.115,87.595,4,0.743
2hFbgJ7KL4ihhZ5I4NwUkT,Nossa Paradinha,O Rodo,0.882,0.802,0.309,0,0,0.0815,-5.979,1,0.0473,87.291,4,0.974
2HMbGPbGiqGaHXzFkQAmZI,Basiquinho,Basiquinho,0.827,0.504,0.353,0,1,0.101,-2.948,1,0.115,75.96,4,0.737
2HuhfPGZ2Th4f98WtzS4dr,Né - Ao Vivo,Simone & Simaria (Ao Vivo),0.941,0.515,0.289,0,1,0.282,-2.625,0,0.115,155.52,4,0.559
2HUZVffVPXvqnrml0gXggp,Smokestack Lightnin',Moanin' In The Moonlight,0.342,0.661,0.844,0.000128,9,0.26,-16.361,0,0.043,146.118,4,0.588
